frame_path,label
frames\fight\fight_0004_00030.jpg,1
frames\fight\fight_0004_00031.jpg,1
frames\fight\fight_0004_00032.jpg,1
frames\fight\fight_0004_00033.jpg,1
frames\fight\fight_0004_00034.jpg,1
frames\fight\fight_0004_00035.jpg,1
frames\fight\fight_0004_00036.jpg,1
frames\fight\fight_0004_00037.jpg,1
frames\fight\fight_0004_00038.jpg,1
frames\fight\fight_0004_00039.jpg,1
frames\fight\fight_0004_00040.jpg,1
frames\fight\fight_0004_00041.jpg,1
frames\fight\fight_0004_00042.jpg,1
frames\fight\fight_0004_00043.jpg,1
frames\fight\fight_0004_00044.jpg,1
frames\fight\fight_0004_00045.jpg,1
frames\fight\fight_0004_00046.jpg,1
frames\fight\fight_0004_00047.jpg,1
frames\fight\fight_0004_00048.jpg,1
frames\fight\fight_0004_00049.jpg,1
frames\fight\fight_0004_00050.jpg,1
frames\fight\fight_0005_00000.jpg,1
frames\fight\fight_0005_00001.jpg,1
frames\fight\fight_0005_00002.jpg,1
frames\fight\fight_0005_00003.jpg,1
frames\fight\fight_0005_00004.jpg,1
frames\fight\fight_0005_00005.jpg,1
frames\fight\fight_0005_00006.jpg,1
frames\fight\fight_0005_00007.jpg,1
frames\fight\fight_0005_00008.jpg,1
frames\fight\fight_0005_00009.jpg,1
frames\fight\fight_0005_00010.jpg,1
frames\fight\fight_0005_00011.jpg,1
frames\fight\fight_0005_00012.jpg,1
frames\fight\fight_0005_00013.jpg,1
frames\fight\fight_0005_00014.jpg,1
frames\fight\fight_0005_00015.jpg,1
frames\fight\fight_0005_00016.jpg,1
frames\fight\fight_0005_00017.jpg,1
frames\fight\fight_0005_00018.jpg,1
frames\fight\fight_0005_00019.jpg,1
frames\fight\fight_0005_00020.jpg,1
frames\fight\fight_0005_00021.jpg,1
frames\fight\fight_0005_00022.jpg,1
frames\fight\fight_0005_00023.jpg,1
frames\fight\fight_0005_00024.jpg,1
frames\fight\fight_0005_00025.jpg,1
frames\fight\fight_0005_00026.jpg,1
frames\fight\fight_0005_00027.jpg,1
frames\fight\fight_0005_00028.jpg,1
frames\fight\fight_0005_00029.jpg,1
frames\fight\fight_0005_00030.jpg,1
frames\fight\fight_0005_00031.jpg,1
frames\fight\fight_0005_00032.jpg,1
frames\fight\fight_0005_00033.jpg,1
frames\fight\fight_0005_00034.jpg,1
frames\fight\fight_0005_00035.jpg,1
frames\fight\fight_0005_00036.jpg,1
frames\fight\fight_0005_00037.jpg,1
frames\fight\fight_0005_00038.jpg,1
frames\fight\fight_0005_00039.jpg,1
frames\fight\fight_0005_00040.jpg,1
frames\fight\fight_0005_00041.jpg,1
frames\fight\fight_0005_00042.jpg,1
frames\fight\fight_0005_00043.jpg,1
frames\fight\fight_0005_00044.jpg,1
frames\fight\fight_0005_00045.jpg,1
frames\fight\fight_0005_00046.jpg,1
frames\fight\fight_0005_00047.jpg,1
frames\fight\fight_0005_00048.jpg,1
frames\fight\fight_0005_00049.jpg,1
frames\fight\fight_0005_00050.jpg,1
frames\fight\fight_0005_00051.jpg,1
frames\fight\fight_0005_00052.jpg,1
frames\fight\fight_0005_00053.jpg,1
frames\fight\fight_0005_00054.jpg,1
frames\fight\fight_0005_00055.jpg,1
frames\fight\fight_0005_00056.jpg,1
frames\fight\fight_0005_00057.jpg,1
frames\fight\fight_0005_00058.jpg,1
frames\fight\fight_0005_00059.jpg,1
frames\fight\fight_0005_00060.jpg,1
frames\fight\fight_0005_00061.jpg,1
frames\fight\fight_0005_00062.jpg,1
frames\fight\fight_0005_00063.jpg,1
frames\fight\fight_0005_00064.jpg,1
frames\fight\fight_0005_00065.jpg,1
frames\fight\fight_0005_00066.jpg,1
frames\fight\fight_0005_00067.jpg,1
frames\fight\fight_0005_00068.jpg,1
frames\fight\fight_0005_00069.jpg,1
frames\fight\fight_0005_00070.jpg,1
frames\fight\fight_0005_00071.jpg,1
frames\fight\fight_0005_00072.jpg,1
frames\fight\fight_0005_00073.jpg,1
frames\fight\fight_0005_00074.jpg,1
frames\fight\fight_0005_00075.jpg,1
frames\fight\fight_0005_00076.jpg,1
frames\fight\fight_0005_00077.jpg,1
frames\fight\fight_0005_00078.jpg,1
frames\fight\fight_0005_00079.jpg,1
frames\fight\fight_0005_00080.jpg,1
frames\fight\fight_0005_00081.jpg,1
frames\fight\fight_0005_00082.jpg,1
frames\fight\fight_0005_00083.jpg,1
frames\fight\fight_0005_00084.jpg,1
frames\fight\fight_0005_00085.jpg,1
frames\fight\fight_0005_00086.jpg,1
frames\fight\fight_0005_00087.jpg,1
frames\fight\fight_0005_00088.jpg,1
frames\fight\fight_0005_00089.jpg,1
frames\fight\fight_0005_00090.jpg,1
frames\fight\fight_0005_00091.jpg,1
frames\fight\fight_0005_00092.jpg,1
frames\fight\fight_0005_00093.jpg,1
frames\fight\fight_0005_00094.jpg,1
frames\fight\fight_0005_00095.jpg,1
frames\fight\fight_0005_00096.jpg,1
frames\fight\fight_0005_00097.jpg,1
frames\fight\fight_0005_00098.jpg,1
frames\fight\fight_0005_00099.jpg,1
frames\fight\fight_0005_00100.jpg,1
frames\fight\fight_0005_00101.jpg,1
frames\fight\fight_0005_00102.jpg,1
frames\fight\fight_0005_00103.jpg,1
frames\fight\fight_0005_00104.jpg,1
frames\fight\fight_0005_00105.jpg,1
frames\fight\fight_0005_00106.jpg,1
frames\fight\fight_0005_00107.jpg,1
frames\fight\fight_0005_00108.jpg,1
frames\fight\fight_0005_00109.jpg,1
frames\fight\fight_0005_00110.jpg,1
frames\fight\fight_0005_00111.jpg,1
frames\fight\fight_0005_00112.jpg,1
frames\fight\fight_0005_00113.jpg,1
frames\fight\fight_0005_00114.jpg,1
frames\fight\fight_0005_00115.jpg,1
frames\fight\fight_0005_00116.jpg,1
frames\fight\fight_0005_00117.jpg,1
frames\fight\fight_0005_00118.jpg,1
frames\fight\fight_0005_00119.jpg,1
frames\fight\fight_0005_00120.jpg,1
frames\fight\fight_0005_00121.jpg,1
frames\fight\fight_0005_00122.jpg,1
frames\fight\fight_0005_00123.jpg,1
frames\fight\fight_0005_00124.jpg,1
frames\fight\fight_0005_00125.jpg,1
frames\fight\fight_0005_00126.jpg,1
frames\fight\fight_0005_00127.jpg,1
frames\fight\fight_0005_00128.jpg,1
frames\fight\fight_0005_00129.jpg,1
frames\fight\fight_0005_00130.jpg,1
frames\fight\fight_0005_00131.jpg,1
frames\fight\fight_0005_00132.jpg,1
frames\fight\fight_0006_00000.jpg,1
frames\fight\fight_0006_00001.jpg,1
frames\fight\fight_0006_00002.jpg,1
frames\fight\fight_0006_00003.jpg,1
frames\fight\fight_0006_00004.jpg,1
frames\fight\fight_0006_00005.jpg,1
frames\fight\fight_0006_00006.jpg,1
frames\fight\fight_0006_00007.jpg,1
frames\fight\fight_0006_00008.jpg,1
frames\fight\fight_0006_00009.jpg,1
frames\fight\fight_0006_00010.jpg,1
frames\fight\fight_0006_00011.jpg,1
frames\fight\fight_0006_00012.jpg,1
frames\fight\fight_0006_00013.jpg,1
frames\fight\fight_0006_00014.jpg,1
frames\fight\fight_0006_00015.jpg,1
frames\fight\fight_0006_00016.jpg,1
frames\fight\fight_0006_00017.jpg,1
frames\fight\fight_0006_00018.jpg,1
frames\fight\fight_0006_00019.jpg,1
frames\fight\fight_0006_00020.jpg,1
frames\fight\fight_0006_00021.jpg,1
frames\fight\fight_0006_00022.jpg,1
frames\fight\fight_0006_00023.jpg,1
frames\fight\fight_0006_00024.jpg,1
frames\fight\fight_0006_00025.jpg,1
frames\fight\fight_0006_00026.jpg,1
frames\fight\fight_0006_00027.jpg,1
frames\fight\fight_0006_00028.jpg,1
frames\fight\fight_0006_00029.jpg,1
frames\fight\fight_0006_00030.jpg,1
frames\fight\fight_0006_00031.jpg,1
frames\fight\fight_0006_00032.jpg,1
frames\fight\fight_0006_00033.jpg,1
frames\fight\fight_0006_00034.jpg,1
frames\fight\fight_0006_00035.jpg,1
frames\fight\fight_0006_00036.jpg,1
frames\fight\fight_0006_00037.jpg,1
frames\fight\fight_0006_00038.jpg,1
frames\fight\fight_0006_00039.jpg,1
frames\fight\fight_0006_00040.jpg,1
frames\fight\fight_0006_00041.jpg,1
frames\fight\fight_0006_00042.jpg,1
frames\fight\fight_0006_00043.jpg,1
frames\fight\fight_0006_00044.jpg,1
frames\fight\fight_0006_00045.jpg,1
frames\fight\fight_0006_00046.jpg,1
frames\fight\fight_0006_00047.jpg,1
frames\fight\fight_0006_00048.jpg,1
frames\fight\fight_0006_00049.jpg,1
frames\fight\fight_0006_00050.jpg,1
frames\fight\fight_0006_00051.jpg,1
frames\fight\fight_0006_00052.jpg,1
frames\fight\fight_0006_00053.jpg,1
frames\fight\fight_0006_00054.jpg,1
frames\fight\fight_0006_00055.jpg,1
frames\fight\fight_0006_00056.jpg,1
frames\fight\fight_0006_00057.jpg,1
frames\fight\fight_0006_00058.jpg,1
frames\fight\fight_0006_00059.jpg,1
frames\fight\fight_0006_00060.jpg,1
frames\fight\fight_0006_00061.jpg,1
frames\fight\fight_0006_00062.jpg,1
frames\fight\fight_0006_00063.jpg,1
frames\fight\fight_0006_00064.jpg,1
frames\fight\fight_0006_00065.jpg,1
frames\fight\fight_0006_00066.jpg,1
frames\fight\fight_0006_00067.jpg,1
frames\fight\fight_0006_00068.jpg,1
frames\fight\fight_0006_00069.jpg,1
frames\fight\fight_0006_00070.jpg,1
frames\fight\fight_0006_00071.jpg,1
frames\fight\fight_0006_00072.jpg,1
frames\fight\fight_0006_00073.jpg,1
frames\fight\fight_0006_00074.jpg,1
frames\fight\fight_0006_00075.jpg,1
frames\fight\fight_0006_00076.jpg,1
frames\fight\fight_0006_00077.jpg,1
frames\fight\fight_0006_00078.jpg,1
frames\fight\fight_0006_00079.jpg,1
frames\fight\fight_0006_00080.jpg,1
frames\fight\fight_0006_00081.jpg,1
frames\fight\fight_0006_00082.jpg,1
frames\fight\fight_0006_00083.jpg,1
frames\fight\fight_0006_00084.jpg,1
frames\fight\fight_0006_00085.jpg,1
frames\fight\fight_0006_00086.jpg,1
frames\fight\fight_0006_00087.jpg,1
frames\fight\fight_0006_00088.jpg,1
frames\fight\fight_0006_00089.jpg,1
frames\fight\fight_0006_00090.jpg,1
frames\fight\fight_0006_00091.jpg,1
frames\fight\fight_0006_00092.jpg,1
frames\fight\fight_0006_00093.jpg,1
frames\fight\fight_0006_00094.jpg,1
frames\fight\fight_0006_00095.jpg,1
frames\fight\fight_0006_00096.jpg,1
frames\fight\fight_0006_00097.jpg,1
frames\fight\fight_0006_00098.jpg,1
frames\fight\fight_0006_00099.jpg,1
frames\fight\fight_0006_00100.jpg,1
frames\fight\fight_0006_00101.jpg,1
frames\fight\fight_0006_00102.jpg,1
frames\fight\fight_0006_00103.jpg,1
frames\fight\fight_0006_00104.jpg,1
frames\fight\fight_0006_00105.jpg,1
frames\fight\fight_0006_00106.jpg,1
frames\fight\fight_0006_00107.jpg,1
frames\fight\fight_0006_00108.jpg,1
frames\fight\fight_0006_00109.jpg,1
frames\fight\fight_0006_00110.jpg,1
frames\fight\fight_0006_00111.jpg,1
frames\fight\fight_0006_00112.jpg,1
frames\fight\fight_0006_00113.jpg,1
frames\fight\fight_0006_00114.jpg,1
frames\fight\fight_0006_00115.jpg,1
frames\fight\fight_0006_00116.jpg,1
frames\fight\fight_0006_00117.jpg,1
frames\fight\fight_0006_00118.jpg,1
frames\fight\fight_0006_00119.jpg,1
frames\fight\fight_0006_00120.jpg,1
frames\fight\fight_0006_00121.jpg,1
frames\fight\fight_0006_00122.jpg,1
frames\fight\fight_0006_00123.jpg,1
frames\fight\fight_0006_00124.jpg,1
frames\fight\fight_0006_00125.jpg,1
frames\fight\fight_0006_00126.jpg,1
frames\fight\fight_0006_00127.jpg,1
frames\fight\fight_0006_00128.jpg,1
frames\fight\fight_0006_00129.jpg,1
frames\fight\fight_0006_00130.jpg,1
frames\fight\fight_0006_00131.jpg,1
frames\fight\fight_0006_00132.jpg,1
frames\fight\fight_0006_00133.jpg,1
frames\fight\fight_0006_00134.jpg,1
frames\fight\fight_0006_00135.jpg,1
frames\fight\fight_0006_00136.jpg,1
frames\fight\fight_0006_00137.jpg,1
frames\fight\fight_0006_00138.jpg,1
frames\fight\fight_0006_00139.jpg,1
frames\fight\fight_0006_00140.jpg,1
frames\fight\fight_0006_00141.jpg,1
frames\fight\fight_0006_00142.jpg,1
frames\fight\fight_0006_00143.jpg,1
frames\fight\fight_0006_00144.jpg,1
frames\fight\fight_0006_00145.jpg,1
frames\fight\fight_0006_00146.jpg,1
frames\fight\fight_0006_00147.jpg,1
frames\fight\fight_0006_00148.jpg,1
frames\fight\fight_0006_00149.jpg,1
frames\fight\fight_0006_00150.jpg,1
frames\fight\fight_0006_00151.jpg,1
frames\fight\fight_0006_00152.jpg,1
frames\fight\fight_0006_00153.jpg,1
frames\fight\fight_0006_00154.jpg,1
frames\fight\fight_0006_00155.jpg,1
frames\fight\fight_0006_00156.jpg,1
frames\fight\fight_0006_00157.jpg,1
frames\fight\fight_0006_00158.jpg,1
frames\fight\fight_0006_00159.jpg,1
frames\fight\fight_0006_00160.jpg,1
frames\fight\fight_0006_00161.jpg,1
frames\fight\fight_0006_00162.jpg,1
frames\fight\fight_0006_00163.jpg,1
frames\fight\fight_0006_00164.jpg,1
frames\fight\fight_0006_00165.jpg,1
frames\fight\fight_0006_00166.jpg,1
frames\fight\fight_0006_00167.jpg,1
frames\fight\fight_0006_00168.jpg,1
frames\fight\fight_0007_00000.jpg,1
frames\fight\fight_0007_00001.jpg,1
frames\fight\fight_0007_00002.jpg,1
frames\fight\fight_0007_00003.jpg,1
frames\fight\fight_0007_00004.jpg,1
frames\fight\fight_0007_00005.jpg,1
frames\fight\fight_0007_00006.jpg,1
frames\fight\fight_0007_00007.jpg,1
frames\fight\fight_0007_00008.jpg,1
frames\fight\fight_0007_00009.jpg,1
frames\fight\fight_0007_00010.jpg,1
frames\fight\fight_0007_00011.jpg,1
frames\fight\fight_0007_00012.jpg,1
frames\fight\fight_0007_00013.jpg,1
frames\fight\fight_0007_00014.jpg,1
frames\fight\fight_0007_00015.jpg,1
frames\fight\fight_0007_00016.jpg,1
frames\fight\fight_0007_00017.jpg,1
frames\fight\fight_0007_00018.jpg,1
frames\fight\fight_0007_00019.jpg,1
frames\fight\fight_0007_00020.jpg,1
frames\fight\fight_0007_00021.jpg,1
frames\fight\fight_0007_00022.jpg,1
frames\fight\fight_0007_00023.jpg,1
frames\fight\fight_0007_00024.jpg,1
frames\fight\fight_0007_00025.jpg,1
frames\fight\fight_0007_00026.jpg,1
frames\fight\fight_0007_00027.jpg,1
frames\fight\fight_0007_00028.jpg,1
frames\fight\fight_0007_00029.jpg,1
frames\fight\fight_0007_00030.jpg,1
frames\fight\fight_0007_00031.jpg,1
frames\fight\fight_0007_00032.jpg,1
frames\fight\fight_0007_00033.jpg,1
frames\fight\fight_0007_00034.jpg,1
frames\fight\fight_0007_00035.jpg,1
frames\fight\fight_0007_00036.jpg,1
frames\fight\fight_0007_00037.jpg,1
frames\fight\fight_0007_00038.jpg,1
frames\fight\fight_0007_00039.jpg,1
frames\fight\fight_0007_00040.jpg,1
frames\fight\fight_0007_00041.jpg,1
frames\fight\fight_0007_00042.jpg,1
frames\fight\fight_0007_00043.jpg,1
frames\fight\fight_0007_00044.jpg,1
frames\fight\fight_0007_00045.jpg,1
frames\fight\fight_0007_00046.jpg,1
frames\fight\fight_0007_00047.jpg,1
frames\fight\fight_0007_00048.jpg,1
frames\fight\fight_0007_00049.jpg,1
frames\fight\fight_0008_00000.jpg,1
frames\fight\fight_0008_00001.jpg,1
frames\fight\fight_0008_00002.jpg,1
frames\fight\fight_0008_00003.jpg,1
frames\fight\fight_0008_00004.jpg,1
frames\fight\fight_0008_00005.jpg,1
frames\fight\fight_0008_00006.jpg,1
frames\fight\fight_0008_00007.jpg,1
frames\fight\fight_0008_00008.jpg,1
frames\fight\fight_0008_00009.jpg,1
frames\fight\fight_0008_00010.jpg,1
frames\fight\fight_0008_00011.jpg,1
frames\fight\fight_0008_00012.jpg,1
frames\fight\fight_0008_00013.jpg,1
frames\fight\fight_0008_00014.jpg,1
frames\fight\fight_0008_00015.jpg,1
frames\fight\fight_0008_00016.jpg,1
frames\fight\fight_0008_00017.jpg,1
frames\fight\fight_0008_00018.jpg,1
frames\fight\fight_0008_00019.jpg,1
frames\fight\fight_0008_00020.jpg,1
frames\fight\fight_0008_00021.jpg,1
frames\fight\fight_0008_00022.jpg,1
frames\fight\fight_0008_00023.jpg,1
frames\fight\fight_0008_00024.jpg,1
frames\fight\fight_0008_00025.jpg,1
frames\fight\fight_0008_00026.jpg,1
frames\fight\fight_0008_00027.jpg,1
frames\fight\fight_0008_00028.jpg,1
frames\fight\fight_0008_00029.jpg,1
frames\fight\fight_0008_00030.jpg,1
frames\fight\fight_0008_00031.jpg,1
frames\fight\fight_0008_00032.jpg,1
frames\fight\fight_0008_00033.jpg,1
frames\fight\fight_0008_00034.jpg,1
frames\fight\fight_0008_00035.jpg,1
frames\fight\fight_0008_00036.jpg,1
frames\fight\fight_0008_00037.jpg,1
frames\fight\fight_0008_00038.jpg,1
frames\fight\fight_0008_00039.jpg,1
frames\fight\fight_0008_00040.jpg,1
frames\fight\fight_0008_00041.jpg,1
frames\fight\fight_0008_00042.jpg,1
frames\fight\fight_0008_00043.jpg,1
frames\fight\fight_0008_00044.jpg,1
frames\fight\fight_0008_00045.jpg,1
frames\fight\fight_0008_00046.jpg,1
frames\fight\fight_0008_00047.jpg,1
frames\fight\fight_0008_00048.jpg,1
frames\fight\fight_0008_00049.jpg,1
frames\fight\fight_0008_00050.jpg,1
frames\fight\fight_0008_00051.jpg,1
frames\fight\fight_0008_00052.jpg,1
frames\fight\fight_0008_00053.jpg,1
frames\fight\fight_0008_00054.jpg,1
frames\fight\fight_0008_00055.jpg,1
frames\fight\fight_0008_00056.jpg,1
frames\fight\fight_0008_00057.jpg,1
frames\fight\fight_0008_00058.jpg,1
frames\fight\fight_0008_00059.jpg,1
frames\fight\fight_0008_00060.jpg,1
frames\fight\fight_0008_00061.jpg,1
frames\fight\fight_0008_00062.jpg,1
frames\fight\fight_0008_00063.jpg,1
frames\fight\fight_0008_00064.jpg,1
frames\fight\fight_0008_00065.jpg,1
frames\fight\fight_0008_00066.jpg,1
frames\fight\fight_0008_00067.jpg,1
frames\fight\fight_0008_00068.jpg,1
frames\fight\fight_0008_00069.jpg,1
frames\fight\fight_0008_00070.jpg,1
frames\fight\fight_0008_00071.jpg,1
frames\fight\fight_0008_00072.jpg,1
frames\fight\fight_0008_00073.jpg,1
frames\fight\fight_0008_00074.jpg,1
frames\fight\fight_0008_00075.jpg,1
frames\fight\fight_0008_00076.jpg,1
frames\fight\fight_0008_00077.jpg,1
frames\fight\fight_0008_00078.jpg,1
frames\fight\fight_0008_00079.jpg,1
frames\fight\fight_0008_00080.jpg,1
frames\fight\fight_0008_00081.jpg,1
frames\fight\fight_0008_00082.jpg,1
frames\fight\fight_0008_00083.jpg,1
frames\fight\fight_0008_00084.jpg,1
frames\fight\fight_0008_00085.jpg,1
frames\fight\fight_0008_00086.jpg,1
frames\fight\fight_0008_00087.jpg,1
frames\fight\fight_0008_00088.jpg,1
frames\fight\fight_0008_00089.jpg,1
frames\fight\fight_0008_00090.jpg,1
frames\fight\fight_0008_00091.jpg,1
frames\fight\fight_0008_00092.jpg,1
frames\fight\fight_0008_00093.jpg,1
frames\fight\fight_0008_00094.jpg,1
frames\fight\fight_0008_00095.jpg,1
frames\fight\fight_0008_00096.jpg,1
frames\fight\fight_0008_00097.jpg,1
frames\fight\fight_0008_00098.jpg,1
frames\fight\fight_0008_00099.jpg,1
frames\fight\fight_0008_00100.jpg,1
frames\fight\fight_0008_00101.jpg,1
frames\fight\fight_0008_00102.jpg,1
frames\fight\fight_0008_00103.jpg,1
frames\fight\fight_0008_00104.jpg,1
frames\fight\fight_0008_00105.jpg,1
frames\fight\fight_0008_00106.jpg,1
frames\fight\fight_0008_00107.jpg,1
frames\fight\fight_0008_00108.jpg,1
frames\fight\fight_0008_00109.jpg,1
frames\fight\fight_0008_00110.jpg,1
frames\fight\fight_0008_00111.jpg,1
frames\fight\fight_0008_00112.jpg,1
frames\fight\fight_0008_00113.jpg,1
frames\fight\fight_0008_00114.jpg,1
frames\fight\fight_0008_00115.jpg,1
frames\fight\fight_0008_00116.jpg,1
frames\fight\fight_0008_00117.jpg,1
frames\fight\fight_0008_00118.jpg,1
frames\fight\fight_0008_00119.jpg,1
frames\fight\fight_0008_00120.jpg,1
frames\fight\fight_0008_00121.jpg,1
frames\fight\fight_0008_00122.jpg,1
frames\fight\fight_0008_00123.jpg,1
frames\fight\fight_0008_00124.jpg,1
frames\fight\fight_0008_00125.jpg,1
frames\fight\fight_0008_00126.jpg,1
frames\fight\fight_0008_00127.jpg,1
frames\fight\fight_0008_00128.jpg,1
frames\fight\fight_0008_00129.jpg,1
frames\fight\fight_0008_00130.jpg,1
frames\fight\fight_0008_00131.jpg,1
frames\fight\fight_0008_00132.jpg,1
frames\fight\fight_0008_00133.jpg,1
frames\fight\fight_0008_00134.jpg,1
frames\fight\fight_0008_00135.jpg,1
frames\fight\fight_0008_00136.jpg,1
frames\fight\fight_0008_00137.jpg,1
frames\fight\fight_0008_00138.jpg,1
frames\fight\fight_0008_00139.jpg,1
frames\fight\fight_0008_00140.jpg,1
frames\fight\fight_0008_00141.jpg,1
frames\fight\fight_0008_00142.jpg,1
frames\fight\fight_0008_00143.jpg,1
frames\fight\fight_0008_00144.jpg,1
frames\fight\fight_0008_00145.jpg,1
frames\fight\fight_0008_00146.jpg,1
frames\fight\fight_0008_00147.jpg,1
frames\fight\fight_0008_00148.jpg,1
frames\fight\fight_0008_00149.jpg,1
